Compound Name,Attrition resistance,Thermal Stability,Average particle size,Particle size distribution,density,rare earth oxides,catalyst surface area,micropore surface area,zeolite surface area,X-ray fluorescence
Compound_1180,96.36,601.7,9.93,0.87,1.129,4.36,106.26,52.91,153.03,0.3951
Compound_1181,83.54,709.09,4.36,2.49,1.496,0.57,231.49,14.66,112.08,0.1053
Compound_1182,99.31,882.26,2.75,0.82,0.968,2.58,192.43,29.94,402.65,0.3096
Compound_1183,98.44,797.02,4.93,2.08,1.373,1.45,134.93,94.24,165.9,0.0422
Compound_1184,89.08,840.36,7.95,2.34,1.173,0.5,197.17,80.06,137.33,0.1727
Compound_1185,80.25,778.1,8.98,1.84,1.487,0.32,275.75,83.27,225.7,0.9735
Compound_1186,85.76,866.79,8.93,2.02,1.194,0.6,182.99,42.11,416.89,0.7581
Compound_1187,98.21,604.45,8.28,2.38,1.353,0.65,70.32,11.88,351.5,0.6297
Compound_1188,99.74,719.41,3.99,1.75,1.378,4.68,250.78,48.4,353.97,0.8563
Compound_1189,89.81,665.01,2.53,0.5,1.303,0.56,110.96,36.81,324.15,0.398
Compound_1190,93.49,616.69,2.12,1.5,1.036,1.48,66.76,90.61,376.73,0.1216
Compound_1191,81.3,892.46,7.13,1.33,1.291,3.78,244.99,53.01,271.95,0.011
Compound_1192,98.53,780.99,2.83,2.34,1.44,4.95,268.51,99.8,197.87,0.8422
Compound_1193,96.46,669.28,1.89,2.46,1.007,4.35,51.03,11.89,286.35,0.2387
Compound_1194,93.8,769.67,1.7,0.83,1.072,0.93,248.06,47.45,137.37,0.4843
Compound_1195,81.82,638.68,3.16,2.22,1.447,4.13,133.52,34.52,319.66,0.7219
Compound_1196,99.87,639.47,1.44,1.89,1.383,4.23,219.62,95.86,304.4,0.9138
Compound_1197,99.36,854.15,3.79,0.89,1.184,2.27,269.44,19.0,203.1,0.7518
Compound_1198,81.9,696.23,4.48,1.75,0.911,4.3,161.89,92.53,287.15,0.275
Compound_1199,82.84,601.12,5.79,0.71,1.074,2.95,118.92,25.77,409.89,0.9468
Compound_1200,82.01,646.68,9.64,0.58,1.484,0.02,268.42,37.66,475.44,0.3169
Compound_1201,93.09,624.01,3.18,2.05,1.17,4.64,157.19,88.28,279.58,0.9792
Compound_1202,99.2,698.74,8.97,2.2,0.947,3.12,68.17,85.3,169.82,0.0708
Compound_1203,88.0,773.08,8.69,2.45,1.108,0.3,237.28,60.87,279.16,0.3093
Compound_1204,90.05,701.6,7.81,1.59,1.414,2.72,109.57,86.6,322.89,0.2068
Compound_1205,92.47,707.32,8.6,1.41,1.309,0.48,149.01,98.49,423.38,0.1599
Compound_1206,85.56,698.94,6.85,2.01,1.325,2.55,252.71,49.34,149.55,0.5644
Compound_1207,99.05,837.9,6.21,1.79,1.451,2.14,132.85,97.95,445.38,0.323
Compound_1208,89.28,724.52,2.34,2.42,1.083,4.38,97.34,59.31,109.58,0.7642
Compound_1209,91.62,787.68,1.47,0.92,0.852,1.44,206.86,60.96,344.86,0.5493
Compound_1210,85.46,673.35,2.23,2.2,1.232,0.93,94.3,88.57,397.09,0.6594
Compound_1211,88.14,678.59,9.82,2.09,1.011,4.24,239.73,36.74,270.62,0.186
Compound_1212,82.22,816.83,3.41,2.14,1.497,0.38,168.26,82.19,415.58,0.76
Compound_1213,86.98,736.16,6.35,2.45,1.029,4.62,117.34,99.02,368.11,0.4635
Compound_1214,92.27,681.76,3.47,0.73,0.88,1.74,240.71,64.72,141.03,0.8522
Compound_1215,92.03,888.26,7.03,0.85,1.132,3.24,57.07,11.34,151.76,0.2517
Compound_1216,88.59,746.23,2.24,1.85,1.217,1.47,53.41,16.99,256.68,0.154
Compound_1217,87.54,788.45,5.93,0.96,1.041,3.07,265.21,77.79,321.36,0.3623
Compound_1218,87.3,863.83,1.35,2.48,1.265,3.41,59.5,64.5,293.91,0.1058
Compound_1219,85.56,867.09,5.95,1.33,0.851,3.57,225.71,65.26,304.11,0.4338
Compound_1220,91.87,670.02,9.47,1.68,1.018,2.25,251.42,24.55,217.13,0.6795
Compound_1221,86.31,837.75,2.17,2.03,0.848,0.06,274.56,62.32,240.73,0.2326
Compound_1222,92.34,752.7,9.92,2.47,1.245,2.21,172.79,71.42,140.63,0.3284
Compound_1223,81.51,622.01,2.76,1.47,1.349,2.43,133.87,17.41,320.12,0.2713
Compound_1224,92.3,893.16,2.0,0.92,1.131,4.84,242.95,90.84,233.49,0.992
Compound_1225,82.06,615.89,8.7,2.35,0.863,0.57,58.29,19.41,183.77,0.9701
Compound_1226,93.36,833.57,7.99,1.57,1.358,2.98,128.64,60.5,313.4,0.8235
Compound_1227,99.63,723.31,7.87,0.7,1.344,1.86,59.85,42.69,344.26,0.1193
Compound_1228,98.48,623.3,9.37,1.91,1.031,1.95,235.2,64.13,368.66,0.3892
Compound_1229,89.76,896.96,2.93,1.34,1.004,3.83,241.0,36.32,132.56,0.0114
Compound_1230,88.55,723.1,9.9,1.44,0.979,4.46,172.77,63.93,138.27,0.3829
Compound_1231,98.88,776.85,4.1,1.75,1.437,1.37,176.28,96.28,168.96,0.7197
Compound_1232,92.29,803.9,4.16,1.13,1.279,1.08,154.91,26.94,103.32,0.9701
Compound_1233,88.63,890.8,2.26,1.67,0.941,3.95,245.93,20.13,464.83,0.1946
Compound_1234,92.26,895.69,8.94,2.41,1.04,0.53,97.09,55.04,417.29,0.1502
Compound_1235,93.19,697.07,4.07,1.82,1.127,4.06,88.98,81.1,125.69,0.1941
Compound_1236,93.12,856.48,3.27,1.15,1.176,1.06,252.79,79.63,158.12,0.4638
Compound_1237,95.5,701.2,6.7,0.6,1.226,0.76,257.65,41.99,212.62,0.8409
Compound_1238,81.0,718.98,4.33,1.07,1.438,3.75,65.98,74.32,310.92,0.9009
Compound_1239,86.26,772.25,5.51,1.48,1.119,1.03,238.93,50.62,483.41,0.2608
Compound_1240,93.65,882.22,6.97,2.24,1.379,1.8,200.03,24.06,314.21,0.2304
Compound_1241,94.87,758.42,4.7,1.04,1.499,0.36,60.89,29.55,488.43,0.9792
Compound_1242,93.1,864.03,2.93,2.44,0.9,0.51,78.05,61.58,412.39,0.3667
Compound_1243,99.56,730.33,2.35,1.43,1.275,4.16,164.69,63.42,206.94,0.6459
Compound_1244,99.72,614.72,8.98,1.62,0.976,4.77,170.84,39.85,172.6,0.2445
Compound_1245,96.66,784.32,9.22,0.96,0.885,0.03,176.97,99.85,377.99,0.3084
Compound_1246,97.54,834.52,1.14,2.13,1.01,0.75,106.58,52.17,269.95,0.2889
Compound_1247,83.44,828.67,9.91,2.06,1.007,1.22,104.42,22.3,320.53,0.6054
Compound_1248,94.11,804.06,3.63,1.16,1.277,1.75,103.16,43.69,208.83,0.0883
Compound_1249,96.6,855.93,2.98,0.63,1.317,1.06,148.36,15.77,190.51,0.7929
Compound_1250,96.09,662.13,4.02,0.77,0.852,4.96,213.9,58.79,406.2,0.8401
Compound_1251,96.13,604.96,2.68,1.81,1.063,4.91,216.35,96.09,180.58,0.864
Compound_1252,86.43,896.87,2.42,1.53,1.355,2.16,167.02,98.77,270.12,0.6041
Compound_1253,81.09,852.66,6.83,1.31,0.811,2.96,53.16,10.11,346.44,0.189
Compound_1254,83.84,795.98,1.48,1.13,0.905,2.9,215.44,74.9,202.09,0.0892
Compound_1255,81.57,727.85,9.51,0.94,0.98,0.5,201.39,71.19,357.17,0.8611
Compound_1256,89.73,640.34,3.6,1.82,1.229,2.66,220.74,67.37,452.53,0.586
Compound_1257,95.57,674.61,7.1,2.3,1.07,3.9,231.2,15.36,332.6,0.1302
Compound_1258,99.35,843.42,1.99,0.74,1.216,1.72,58.73,58.75,255.14,0.1011
Compound_1259,96.04,874.52,7.81,2.14,0.952,1.32,102.13,78.86,479.17,0.7168
Compound_1260,97.63,791.61,4.49,1.35,0.853,0.16,223.87,49.46,320.89,0.5577
Compound_1261,85.55,742.77,5.24,1.28,1.374,2.26,200.91,90.6,446.49,0.8904
Compound_1262,85.4,610.49,3.35,1.06,1.437,3.25,70.43,22.18,162.27,0.6304
Compound_1263,94.71,857.89,9.47,0.9,1.017,1.2,139.69,92.32,330.05,0.7382
Compound_1264,89.8,608.66,1.58,1.58,1.303,1.08,230.48,82.96,264.76,0.7464
Compound_1265,88.08,803.51,7.88,2.48,1.042,2.06,91.41,28.37,377.36,0.917
Compound_1266,87.89,653.95,3.57,1.41,1.003,1.17,234.0,10.71,315.69,0.7938
Compound_1267,85.32,780.99,7.02,1.81,1.112,1.73,258.98,78.26,228.5,0.103
Compound_1268,81.44,628.28,6.25,0.6,1.036,3.77,123.59,78.7,398.19,0.2458
Compound_1269,94.58,824.33,4.58,0.92,1.165,4.61,209.9,25.56,373.1,0.4272
Compound_1270,91.83,820.22,5.63,2.13,1.306,3.08,87.7,85.24,474.36,0.137
Compound_1271,89.76,677.67,7.79,1.94,0.899,4.39,95.24,81.75,282.79,0.3283
Compound_1272,83.16,650.28,6.96,1.6,0.885,0.56,68.08,76.94,384.75,0.0584
Compound_1273,91.21,625.4,9.13,2.31,1.289,4.63,252.86,84.57,327.88,0.3061
Compound_1274,84.36,698.16,6.66,0.85,0.981,2.34,108.26,62.98,469.27,0.7481
Compound_1275,93.33,774.82,5.39,0.87,1.426,1.24,72.83,77.5,170.25,0.3719
Compound_1276,80.57,641.12,2.56,0.61,1.26,4.19,143.33,88.71,185.34,0.3254
Compound_1277,83.01,786.17,4.78,1.73,1.333,2.73,206.91,94.17,219.63,0.3592
Compound_1278,94.35,783.39,2.61,1.25,1.127,2.1,94.57,93.2,404.93,0.4814
Compound_1279,93.6,869.18,2.23,1.0,1.18,4.0,59.06,98.56,281.96,0.3592
Compound_1280,85.85,652.31,8.12,2.41,1.09,4.76,255.95,53.29,369.61,0.435
Compound_1281,91.17,617.41,7.27,0.61,1.372,4.12,109.27,39.13,292.52,0.5967
Compound_1282,85.75,777.75,3.68,0.61,0.802,0.51,248.06,96.53,270.79,0.5127
Compound_1283,82.94,765.31,2.3,1.72,1.453,0.98,241.14,12.12,250.2,0.1107
Compound_1284,87.05,652.06,4.36,1.34,1.01,3.28,279.71,46.05,176.94,0.2707
Compound_1285,97.08,771.49,5.1,0.8,1.115,1.39,285.79,89.57,133.56,0.5167
Compound_1286,84.5,723.23,8.89,1.56,1.034,1.04,250.08,66.21,287.23,0.2175
Compound_1287,86.68,887.95,5.68,1.3,1.165,3.89,135.03,26.08,333.97,0.6652
Compound_1288,94.25,864.6,4.34,0.65,1.471,2.18,205.81,69.97,318.61,0.2053
Compound_1289,95.1,841.13,5.98,1.48,0.88,0.42,134.89,37.98,481.46,0.7836
Compound_1290,93.2,755.29,2.51,2.46,1.063,0.53,173.45,88.66,454.92,0.011
Compound_1291,97.73,681.45,1.35,2.2,1.405,2.98,193.61,83.18,414.52,0.8901
Compound_1292,91.05,890.29,9.97,0.73,1.395,2.5,146.89,65.18,122.39,0.5065
Compound_1293,97.42,664.04,4.84,2.38,1.1,1.79,160.13,56.75,352.8,0.8007
Compound_1294,89.04,845.24,5.8,1.18,1.261,3.59,189.51,15.1,167.95,0.2853
Compound_1295,85.65,802.03,1.17,2.01,0.986,1.55,181.98,29.43,453.79,0.0854
Compound_1296,88.89,854.83,6.54,1.08,1.095,3.53,293.32,90.38,236.97,0.9982
Compound_1297,80.07,608.29,8.41,0.9,0.843,1.19,156.53,75.75,349.73,0.2376
Compound_1298,90.07,877.86,8.34,1.15,1.488,3.54,65.61,13.16,167.36,0.7279
Compound_1299,83.67,753.45,1.84,2.34,1.041,4.54,286.22,10.55,285.65,0.0247
Compound_1300,98.17,755.52,1.67,0.72,1.068,4.7,223.23,88.09,246.58,0.0432
Compound_1301,99.49,605.15,9.53,1.24,0.807,3.45,295.14,96.91,164.37,0.1812
Compound_1302,91.31,791.19,7.65,0.86,1.471,3.19,261.76,58.61,265.71,0.9772
Compound_1303,91.64,860.06,9.58,1.85,1.184,0.02,60.0,28.08,174.4,0.2548
Compound_1304,86.1,708.02,4.78,0.7,0.83,3.37,184.33,49.97,353.78,0.8277
Compound_1305,88.55,792.34,9.58,2.18,1.098,3.22,94.27,60.45,492.53,0.5183
Compound_1306,98.55,722.2,9.99,1.66,0.83,2.93,118.64,12.92,428.34,0.2757
Compound_1307,95.93,686.47,2.75,2.45,1.053,3.01,202.5,60.44,465.88,0.6744
Compound_1308,88.07,858.71,2.63,1.59,1.465,3.13,254.24,68.82,435.75,0.9445
Compound_1309,85.46,650.9,5.36,1.9,0.959,0.02,135.73,97.2,377.99,0.4013
Compound_1310,83.85,706.83,2.53,0.71,1.435,4.99,91.03,14.91,231.89,0.4617
Compound_1311,84.1,690.43,2.81,2.05,1.299,3.17,146.8,91.81,487.81,0.1736
Compound_1312,84.46,757.69,1.82,1.37,1.207,2.61,132.73,58.82,483.52,0.206
Compound_1313,93.1,613.02,1.6,1.6,0.873,0.11,92.88,60.84,381.34,0.2025
Compound_1314,93.37,654.74,6.52,1.32,1.258,4.98,284.45,10.39,454.18,0.0665
Compound_1315,99.06,684.55,4.44,0.68,0.879,3.63,286.08,64.97,386.34,0.762
Compound_1316,85.26,613.57,1.02,1.2,0.969,0.31,94.88,21.2,465.95,0.1403
Compound_1317,90.75,777.93,5.89,0.7,1.023,0.26,148.92,26.97,324.65,0.6928
Compound_1318,90.64,730.27,4.49,2.18,0.954,3.67,239.37,47.73,218.92,0.4705
Compound_1319,81.86,613.78,2.0,0.87,1.153,4.25,108.91,94.16,481.96,0.9589
Compound_1320,96.75,709.15,1.65,1.64,1.191,4.25,299.0,55.73,238.08,0.1859
Compound_1321,80.1,752.73,6.0,2.15,1.153,4.58,207.02,85.63,159.32,0.8553
Compound_1322,93.5,651.07,2.71,2.35,0.823,2.31,128.37,69.86,435.85,0.3604
Compound_1323,88.54,894.58,8.06,2.29,1.107,1.17,152.97,74.45,143.77,0.2705
Compound_1324,80.93,729.7,8.45,0.55,1.273,4.66,109.23,72.43,490.04,0.9623
Compound_1325,84.7,630.1,2.33,1.9,1.308,3.37,134.02,25.28,332.3,0.4837
Compound_1326,94.58,732.41,4.05,1.09,0.948,1.33,73.71,41.22,114.63,0.1864
Compound_1327,94.94,697.64,7.01,1.93,1.207,4.79,55.36,76.48,483.51,0.8623
Compound_1328,83.36,698.05,2.55,1.7,1.299,1.59,184.88,72.18,268.54,0.854
Compound_1329,95.43,619.4,6.59,0.97,1.19,4.78,269.77,46.41,216.61,0.2344
Compound_1330,90.65,634.27,5.94,0.5,1.027,1.1,292.8,75.45,239.86,0.0928
Compound_1331,90.34,664.03,5.83,2.17,1.231,3.17,185.26,93.45,472.76,0.5127
Compound_1332,86.12,737.88,2.68,1.77,1.15,0.52,99.41,53.17,455.04,0.5664
Compound_1333,93.63,701.71,6.14,1.39,1.261,0.25,173.33,36.64,230.47,0.9609
Compound_1334,83.65,693.37,5.59,2.23,1.092,3.72,264.09,37.9,257.1,0.3566
Compound_1335,96.66,613.3,3.78,1.86,1.196,2.18,184.99,27.78,272.29,0.5017
Compound_1336,98.02,678.25,8.81,1.79,0.814,3.62,58.89,99.76,449.05,0.2973
Compound_1337,85.15,714.43,4.21,1.24,1.023,3.11,91.07,86.14,424.96,0.4765
Compound_1338,97.05,674.14,1.16,1.74,1.121,2.84,274.83,97.29,353.78,0.7641
Compound_1339,81.68,648.21,7.6,1.36,1.112,1.54,201.84,26.66,350.77,0.1738
Compound_1340,81.28,699.11,3.08,2.28,0.838,0.88,187.18,53.3,118.34,0.0073
Compound_1341,99.76,797.65,4.29,1.44,0.987,1.72,212.26,89.45,173.65,0.8404
Compound_1342,82.43,664.5,1.33,0.78,1.442,2.3,69.42,96.38,451.6,0.7547
Compound_1343,98.67,666.04,8.53,1.88,1.409,3.98,136.62,79.7,204.98,0.3286
Compound_1344,82.16,880.52,3.62,1.54,1.074,4.8,133.76,80.07,442.17,0.4356
Compound_1345,87.56,824.32,9.22,2.01,0.959,4.44,146.9,61.86,432.57,0.1884
Compound_1346,95.69,778.85,9.04,0.84,1.094,4.16,54.81,20.1,496.23,0.2804
Compound_1347,99.51,654.76,4.25,2.01,1.26,2.91,182.47,85.91,193.98,0.4425
Compound_1348,83.11,778.78,3.25,1.17,1.13,0.13,72.98,71.73,271.59,0.8648
Compound_1349,93.89,602.43,6.55,0.69,1.347,4.96,182.8,71.45,194.93,0.4376
Compound_1350,97.12,650.23,3.39,1.39,1.299,1.88,281.93,18.5,248.32,0.709
Compound_1351,84.52,796.92,2.48,0.61,0.885,4.65,187.94,81.67,233.06,0.5927
Compound_1352,89.9,883.72,7.73,1.96,0.832,2.75,166.75,93.51,202.94,0.2698
Compound_1353,88.23,673.01,2.16,2.21,1.191,4.31,257.78,35.38,319.09,0.0832
Compound_1354,98.31,721.28,4.54,1.11,1.122,1.26,143.71,82.0,433.7,0.3042
Compound_1355,89.38,862.15,1.47,2.28,0.953,3.39,195.64,59.76,443.74,0.1016
Compound_1356,86.94,761.48,8.3,0.93,1.362,2.0,97.23,78.31,136.36,0.5148
Compound_1357,81.28,706.93,6.41,1.61,1.083,2.15,106.69,51.03,481.3,0.8505
Compound_1358,82.9,608.93,9.4,1.55,1.176,3.9,128.67,53.37,487.47,0.6721
Compound_1359,83.07,639.97,2.84,2.03,1.007,0.11,286.04,25.27,103.82,0.2371
Compound_1360,84.7,726.6,9.28,2.26,1.12,2.05,188.75,31.91,120.87,0.9392
Compound_1361,83.73,659.52,5.25,1.48,0.813,0.74,144.54,71.54,191.37,0.423
Compound_1362,91.15,866.58,3.93,0.77,1.142,3.73,77.46,48.22,107.11,0.0336
Compound_1363,89.66,689.46,8.61,1.7,1.118,2.04,174.31,13.64,457.12,0.9983
Compound_1364,83.63,636.11,2.29,1.82,1.263,4.24,237.96,50.47,345.14,0.6883
Compound_1365,90.25,742.7,6.81,1.61,1.251,3.06,229.8,67.85,307.9,0.6818
Compound_1366,88.99,672.5,1.01,1.62,1.213,4.86,140.37,45.47,180.72,0.0705
Compound_1367,95.46,674.9,6.48,1.88,1.13,4.38,160.95,35.64,458.41,0.8616
Compound_1368,83.28,607.79,1.81,1.07,1.481,2.79,143.32,89.98,281.25,0.3152
Compound_1369,98.82,854.86,8.59,1.52,1.353,0.9,193.31,98.55,216.38,0.7944
Compound_1370,89.81,611.94,7.87,0.84,1.242,0.43,286.72,36.26,190.59,0.1291
Compound_1371,98.92,813.57,7.67,1.5,1.132,0.55,189.96,32.22,490.86,0.7966
Compound_1372,88.26,645.4,8.07,0.74,0.933,1.06,189.22,80.84,225.73,0.0847
Compound_1373,89.29,824.43,2.99,0.94,1.463,4.77,297.62,82.69,175.27,0.212
Compound_1374,86.8,695.44,9.61,2.08,1.307,0.93,277.38,84.51,165.46,0.8712
Compound_1375,85.44,624.26,6.91,1.81,0.866,1.59,298.2,71.06,392.03,0.2129
Compound_1376,81.58,683.07,3.24,0.97,0.935,2.87,132.03,83.83,173.58,0.4646
Compound_1377,80.27,744.5,1.5,2.46,1.353,2.45,71.65,63.32,403.51,0.1907
Compound_1378,91.36,844.26,7.91,2.11,1.416,4.69,151.38,61.19,416.26,0.6971
Compound_1379,99.91,604.1,4.2,1.06,0.984,1.11,227.28,17.63,396.64,0.6934
Compound_1380,85.02,675.85,6.66,2.02,1.414,4.26,291.22,62.32,463.46,0.8085
Compound_1381,97.89,603.49,9.69,1.45,1.359,0.64,148.99,34.43,216.66,0.1233
Compound_1382,96.12,602.77,3.81,0.85,1.212,1.27,114.75,53.95,361.08,0.1213
Compound_1383,83.51,674.15,9.76,1.29,1.219,1.21,172.61,16.67,113.9,0.4687
Compound_1384,87.97,641.06,7.19,2.49,1.077,3.12,290.74,84.84,285.42,0.7375
Compound_1385,82.56,753.63,3.51,0.82,1.098,0.66,224.75,51.06,312.46,0.1464
Compound_1386,82.8,775.02,9.87,0.69,1.0,4.35,68.07,88.83,309.71,0.4083
Compound_1387,86.19,689.14,3.75,2.27,1.307,3.35,249.69,33.14,347.22,0.4601
Compound_1388,95.65,692.78,6.79,2.26,1.082,0.33,179.01,41.14,368.89,0.951
Compound_1389,89.71,739.86,6.89,0.71,0.977,4.59,217.49,11.21,181.85,0.6828
Compound_1390,95.29,851.96,3.63,2.36,1.187,3.48,199.18,21.05,485.25,0.1229
Compound_1391,85.1,844.09,6.57,2.18,1.161,1.88,280.46,13.26,442.45,0.2308
Compound_1392,96.97,641.76,6.22,2.28,1.131,3.73,251.17,76.28,470.13,0.4468
Compound_1393,83.46,614.34,3.22,0.79,1.191,0.92,59.73,13.24,432.63,0.5914
Compound_1394,87.16,868.27,1.63,2.46,1.231,0.92,219.77,78.7,271.74,0.8616
Compound_1395,83.01,683.65,1.84,0.92,0.967,4.59,69.53,48.47,312.96,0.8987
Compound_1396,99.95,826.02,9.74,2.07,1.474,3.54,69.94,46.17,358.64,0.3507
Compound_1397,85.47,773.22,9.4,0.57,1.338,3.61,290.99,93.76,404.89,0.5204
Compound_1398,84.09,763.57,7.89,2.29,1.353,0.98,199.92,39.9,103.68,0.2002
Compound_1399,82.26,852.82,3.33,1.07,1.472,1.9,52.4,35.55,147.72,0.1028
Compound_1400,81.55,777.98,2.7,1.22,1.403,2.12,278.92,54.81,259.53,0.7504
Compound_1401,81.46,626.84,6.87,1.47,1.353,4.58,147.09,63.68,300.28,0.9816
Compound_1402,96.62,873.52,3.29,2.05,0.986,1.04,286.07,11.74,486.16,0.1493
Compound_1403,96.39,682.78,4.16,0.93,1.21,1.74,214.35,11.41,125.75,0.0997
Compound_1404,88.38,844.44,8.99,0.99,1.202,3.84,122.21,46.81,309.59,0.1349
Compound_1405,80.52,645.84,6.64,0.65,0.933,1.69,69.47,27.25,464.51,0.0193
Compound_1406,93.07,715.32,7.05,1.68,0.956,4.24,172.99,84.03,262.41,0.9847
Compound_1407,95.41,889.79,5.63,1.45,1.329,4.4,291.04,39.21,419.48,0.2106
Compound_1408,90.91,653.95,4.13,2.36,0.902,3.16,198.24,20.87,230.39,0.563
Compound_1409,83.74,840.19,9.75,0.93,0.931,2.27,236.94,35.34,107.95,0.5412
Compound_1410,99.13,717.38,4.78,2.44,1.286,3.6,190.68,97.71,375.55,0.895
Compound_1411,93.99,820.53,3.61,1.11,1.348,1.48,190.69,32.44,426.79,0.1105
Compound_1412,96.59,780.82,2.68,1.58,0.998,1.62,137.88,15.7,494.38,0.0315
Compound_1413,93.25,711.37,6.81,1.21,1.272,3.65,222.64,20.26,362.76,0.28
Compound_1414,80.58,724.45,4.9,1.43,1.293,1.54,128.82,15.45,374.73,0.5678
Compound_1415,86.99,811.56,5.84,1.44,1.158,3.18,215.0,36.01,156.3,0.1566
Compound_1416,92.79,861.86,4.69,0.84,1.33,4.16,270.15,64.61,444.29,0.0154
Compound_1417,82.14,627.77,7.41,0.64,1.147,2.36,127.68,88.34,168.17,0.3525
Compound_1418,95.48,609.13,7.06,2.13,1.453,4.38,129.85,62.77,130.92,0.2579
Compound_1419,81.88,694.56,8.88,1.19,1.193,2.17,164.73,97.26,218.46,0.6273
Compound_1420,88.4,618.34,5.4,2.13,0.869,0.35,88.41,78.8,389.6,0.565
Compound_1421,89.36,866.5,7.9,2.12,1.369,3.21,164.5,87.82,470.4,0.0238
Compound_1422,81.03,887.62,3.49,2.25,1.072,0.6,70.11,24.09,199.96,0.4885
Compound_1423,94.03,895.92,4.97,1.54,1.165,2.7,179.44,10.79,100.69,0.0977
Compound_1424,82.03,811.47,2.84,2.29,1.45,4.88,284.77,34.47,303.91,0.1755
Compound_1425,96.12,866.53,8.66,1.37,1.331,0.49,60.06,77.79,270.14,0.9955
Compound_1426,81.95,856.69,5.32,2.15,1.372,4.58,124.46,95.48,160.67,0.082
Compound_1427,88.63,848.5,5.26,2.16,1.311,1.05,287.22,15.47,459.31,0.3044
Compound_1428,90.0,726.71,2.55,1.22,0.935,1.02,96.76,54.01,419.17,0.569
Compound_1429,97.86,790.96,7.2,1.84,1.115,3.45,67.43,87.39,411.12,0.2452
Compound_1430,95.36,603.79,2.96,0.63,1.346,3.78,253.41,10.4,300.49,0.7048
Compound_1431,83.11,794.94,1.76,0.86,1.133,3.27,86.47,26.67,181.78,0.2387
Compound_1432,84.53,718.54,6.88,1.38,1.343,3.6,81.63,14.4,451.18,0.0798
Compound_1433,82.97,606.64,6.66,1.66,1.491,4.43,152.71,43.44,218.74,0.1524
Compound_1434,82.76,639.69,2.03,0.98,1.015,4.81,194.62,98.88,248.99,0.4576
Compound_1435,86.49,654.87,2.29,2.39,1.491,0.22,87.59,48.12,174.53,0.3639
Compound_1436,82.58,736.95,3.45,1.2,0.866,2.14,295.81,39.59,450.57,0.8432
Compound_1437,99.04,837.03,6.94,2.21,0.853,2.31,297.31,79.26,484.83,0.7796
Compound_1438,97.5,811.96,7.84,1.55,1.447,4.13,260.97,70.57,221.83,0.0356
Compound_1439,98.71,775.84,3.68,0.8,1.381,4.18,253.63,68.06,246.41,0.3041
Compound_1440,80.17,850.08,1.79,1.76,1.153,2.63,281.68,12.85,409.36,0.0521
Compound_1441,80.76,728.95,1.57,2.08,1.171,0.15,60.13,65.14,422.44,0.4378
Compound_1442,91.09,839.95,6.49,0.95,1.229,3.14,233.53,65.88,487.7,0.1973
Compound_1443,99.02,761.5,7.05,0.7,1.066,3.85,226.73,13.61,318.64,0.0883
Compound_1444,99.92,869.19,1.19,2.22,1.444,1.77,229.88,49.79,362.09,0.3403
Compound_1445,86.45,727.33,2.31,2.16,1.044,2.0,273.51,54.7,317.7,0.9565
Compound_1446,97.73,650.84,5.26,2.44,1.061,1.86,98.76,20.29,396.12,0.77
Compound_1447,99.38,832.03,3.19,0.58,1.49,1.7,127.99,91.54,334.04,0.2149
Compound_1448,97.78,898.01,1.78,2.22,1.073,2.62,278.7,97.6,204.87,0.2129
Compound_1449,81.61,768.54,1.12,1.32,0.851,2.03,59.98,85.17,183.9,0.3283
Compound_1450,97.4,823.88,2.97,0.64,1.301,1.95,241.52,50.08,238.4,0.4512
Compound_1451,94.97,870.67,1.45,1.55,0.823,2.34,271.32,42.54,472.98,0.6306
Compound_1452,98.68,827.15,1.93,0.96,1.076,0.85,173.73,52.42,482.5,0.4337
Compound_1453,95.71,882.57,8.89,0.92,1.147,1.74,149.96,42.47,430.54,0.4521
Compound_1454,90.47,894.73,1.54,1.48,1.342,0.76,202.88,31.55,446.96,0.3271
Compound_1455,86.58,779.46,2.65,1.07,1.092,1.77,181.22,63.97,326.67,0.6542
Compound_1456,86.15,637.93,7.85,2.2,0.98,2.04,174.64,58.0,363.8,0.0416
Compound_1457,94.43,618.59,5.21,2.16,1.116,0.75,296.26,90.04,408.53,0.4115
Compound_1458,83.68,882.42,5.79,2.2,1.039,1.68,296.39,56.96,156.28,0.2197
Compound_1459,89.64,612.74,5.16,1.34,1.346,1.77,295.64,26.27,336.39,0.0897
Compound_1460,94.68,898.43,8.37,1.61,1.139,4.18,283.99,99.03,258.62,0.9909
Compound_1461,83.12,676.06,1.8,1.04,1.338,4.26,244.72,66.8,305.59,0.7087
Compound_1462,87.82,852.39,7.09,1.9,1.175,4.43,113.0,44.3,411.06,0.4927
Compound_1463,97.78,703.92,4.32,2.28,1.125,2.58,133.19,34.9,362.38,0.1198
Compound_1464,97.59,833.76,2.72,1.89,1.222,0.92,118.3,46.81,379.7,0.6387
Compound_1465,90.64,830.52,7.82,1.74,1.351,1.67,270.31,65.34,428.95,0.5463
Compound_1466,84.37,762.72,4.34,1.89,1.133,4.18,219.52,71.61,186.86,0.9842
Compound_1467,96.83,836.7,3.97,1.57,0.896,2.69,86.47,59.77,359.49,0.3902
Compound_1468,89.97,862.7,1.98,2.08,0.92,0.18,96.39,78.85,262.05,0.8725
Compound_1469,90.49,606.68,7.45,0.72,1.353,0.84,136.36,78.51,481.69,0.3714
