Compound Name,Lot,Attrition resistance,Thermal Stability,Average particle size,Particle size distribution,density,rare earth oxides,catalyst surface area,micropore surface area,zeolite surface area,X-ray fluorescence
Compound_76,Lot_3,85.9628,885.9419,6.7267,1.2207,0.9357,3.9986,200.8706,60.8938,465.8335,0.7814
Compound_77,Lot_1,83.5268,687.6829,3.3658,1.9865,0.8496,2.947,248.4138,90.8855,245.2346,0.812
Compound_77,Lot_2,79.8305,717.2699,3.2394,1.9158,0.7913,2.7529,246.6487,90.7847,229.8155,0.8498
Compound_77,Lot_3,81.2141,713.8391,3.2364,2.0361,0.8132,2.8064,248.8235,84.7784,248.0732,0.8335
Compound_78,Lot_1,81.6549,864.8751,2.0689,1.2918,1.4239,0.7301,109.6953,74.5123,393.9255,0.6222
Compound_78,Lot_2,81.9672,894.937,2.0845,1.3076,1.3683,0.7549,108.5454,75.0168,369.2664,0.6668
Compound_78,Lot_3,84.8981,826.1159,2.1314,1.3249,1.4232,0.7838,111.5955,72.4378,404.092,0.6654
Compound_79,Lot_1,92.7248,754.774,3.2569,1.2086,0.9048,4.3234,188.8235,45.8041,278.5914,0.9724
Compound_79,Lot_2,90.1876,794.6651,3.3993,1.2386,0.9492,4.3616,194.6384,44.3815,298.6897,0.9315
Compound_79,Lot_3,94.6811,784.1327,3.4075,1.2204,0.9432,4.5246,197.9143,44.2099,295.7341,0.9514
Compound_80,Lot_1,79.2499,808.4489,5.5441,1.7834,0.842,4.4977,270.6164,59.3206,392.8805,0.9593
Compound_80,Lot_2,82.7217,771.218,5.3697,1.8006,0.7897,4.2252,287.5791,59.295,395.2745,0.8774
Compound_80,Lot_3,78.9643,776.2484,5.5434,1.6621,0.8126,4.3215,294.0775,57.8733,396.6944,0.934
Compound_81,Lot_1,90.8625,616.4916,6.2136,1.6647,1.0752,3.5862,287.8487,93.7994,268.5089,0.1135
Compound_81,Lot_2,96.8813,618.7152,6.4312,1.7234,1.1464,3.5505,297.587,94.6461,282.2321,0.1134
Compound_81,Lot_3,89.6557,674.1501,6.2791,1.6402,1.0444,3.5147,286.6924,94.3638,280.3307,0.111
Compound_82,Lot_1,100.0165,853.0584,2.0181,2.2891,1.346,2.6936,202.2754,48.1877,119.4885,0.3479
Compound_82,Lot_2,100.7275,847.6778,2.0612,2.3958,1.4659,2.5214,191.3986,46.8109,127.7143,0.3436
Compound_82,Lot_3,97.5523,844.8528,2.0955,2.4224,1.4472,2.613,193.3682,47.9208,123.7689,0.351
Compound_83,Lot_1,96.8296,620.7062,4.1252,1.2789,1.2306,4.3801,140.2603,43.1495,388.6369,0.4589
Compound_83,Lot_2,96.6577,617.1168,4.1465,1.3134,1.2132,4.5137,132.8828,40.9441,402.0206,0.4381
Compound_83,Lot_3,97.7925,595.0209,4.1182,1.2398,1.1958,4.6689,142.6127,42.1097,406.7039,0.4705
Compound_84,Lot_1,85.969,720.291,2.3539,0.871,1.1403,2.134,288.9579,44.6472,347.2689,0.6213
Compound_84,Lot_2,83.8284,707.0024,2.2127,0.8825,1.133,2.1152,283.3356,43.8212,321.7013,0.62
Compound_84,Lot_3,84.0535,725.786,2.3796,0.8785,1.1467,2.1693,274.4639,43.8382,323.0594,0.6495
Compound_85,Lot_1,79.9105,767.6968,2.541,2.3964,0.9265,1.9816,72.4782,101.8741,305.5112,0.6109
Compound_85,Lot_2,77.677,806.0201,2.7147,2.4468,0.9141,2.1189,70.1501,101.7191,313.4036,0.5663
Compound_85,Lot_3,83.2305,776.5759,2.5885,2.5053,0.9333,2.1511,74.4819,99.193,305.5847,0.5889
Compound_86,Lot_1,80.1257,819.3467,2.9602,2.3003,0.9736,0.9733,56.3041,53.1736,323.8726,0.0654
Compound_86,Lot_2,83.9296,828.9176,3.0014,2.3489,0.949,0.9742,56.4098,50.0077,312.3597,0.0653
Compound_86,Lot_3,79.1882,864.9411,2.9022,2.3374,0.9231,0.9331,58.1669,53.5332,325.083,0.0658
Compound_87,Lot_1,96.3887,755.7743,5.4857,1.4182,1.0878,2.8473,87.2785,26.1311,432.7547,0.9914
Compound_87,Lot_2,95.4814,772.5008,5.7142,1.3413,1.0818,2.6711,92.4048,27.21,454.7525,0.9565
Compound_87,Lot_3,96.2725,772.5487,5.593,1.4186,1.0898,2.9332,91.7212,27.6846,448.6379,0.9181
Compound_88,Lot_1,87.5023,695.6013,6.9866,1.2541,0.8184,0.7593,237.5751,66.8946,112.685,0.2168
Compound_88,Lot_2,86.2152,711.2318,6.6235,1.2665,0.7828,0.7804,232.2351,68.1031,112.9488,0.2123
Compound_88,Lot_3,90.5956,702.7852,7.1301,1.3776,0.8062,0.7721,234.6223,66.7642,108.7785,0.2135
Compound_89,Lot_1,84.2382,805.7385,1.1459,0.6764,1.3898,0.8473,223.2825,30.5647,142.071,0.2416
Compound_89,Lot_2,80.894,799.3403,1.182,0.7352,1.3916,0.8526,206.9896,30.8486,134.4181,0.2422
Compound_89,Lot_3,88.7182,802.7413,1.2085,0.723,1.4076,0.8647,218.6013,32.639,135.1884,0.2395
Compound_90,Lot_1,98.8901,880.7654,8.2859,1.2982,1.2559,1.019,121.5043,88.6692,107.0385,0.0879
Compound_90,Lot_2,97.982,827.1818,8.7435,1.2584,1.2588,1.0609,122.7291,87.9233,101.6218,0.0853
Compound_90,Lot_3,96.9309,899.3061,8.7134,1.3386,1.2994,1.0603,118.0661,94.5682,104.1102,0.0891
Compound_91,Lot_1,80.5894,621.0459,2.692,1.753,1.1244,4.4076,255.8162,40.2161,197.5758,0.3702
Compound_91,Lot_2,81.8204,610.9278,2.7368,1.7389,1.0462,4.2726,247.8768,39.7616,195.5151,0.3755
Compound_91,Lot_3,84.8983,612.7119,2.6414,1.6431,1.1176,4.6056,250.4498,39.0706,199.6198,0.3659
Compound_92,Lot_1,91.5103,657.0091,6.5954,1.2832,1.2143,2.077,124.2968,92.2082,385.2082,0.1453
Compound_92,Lot_2,93.3848,653.1313,6.7286,1.3347,1.1828,2.1624,128.405,92.9297,401.3171,0.1377
Compound_92,Lot_3,94.2999,708.7571,6.8516,1.3593,1.2437,2.223,126.7235,99.964,385.4514,0.142
Compound_93,Lot_1,99.6969,777.4095,9.3974,2.1718,1.1469,0.1104,111.3926,55.8774,354.9675,0.2562
Compound_93,Lot_2,96.8953,738.7979,9.428,2.0704,1.1371,0.1144,117.1642,58.4383,362.6142,0.2633
Compound_93,Lot_3,95.7004,716.5709,8.8372,2.0225,1.0755,0.1074,118.7836,61.4202,359.954,0.2689
Compound_94,Lot_1,85.1423,869.8605,9.7753,1.5228,0.9519,1.4151,54.3373,87.7591,151.4031,0.5641
Compound_94,Lot_2,78.7324,876.4187,9.8772,1.5787,0.9582,1.3656,54.6174,90.358,144.2344,0.5936
Compound_94,Lot_3,82.368,821.8636,9.4602,1.5458,0.9168,1.3809,54.442,88.9996,147.2148,0.6
Compound_95,Lot_1,82.5689,780.7899,6.9244,2.2137,0.911,0.0522,85.2388,94.1583,438.1685,0.6117
Compound_95,Lot_2,87.8823,758.391,6.7804,2.1941,0.9056,0.0512,80.3702,88.1844,456.9392,0.5734
Compound_95,Lot_3,89.5133,794.4784,6.9466,2.2289,0.9806,0.0488,87.1627,88.2226,445.6642,0.6009
Compound_96,Lot_1,93.978,761.9443,2.526,2.3553,1.0774,1.9728,182.4556,13.8521,160.6144,0.7475
Compound_96,Lot_2,91.5542,773.0428,2.5352,2.2841,1.0502,1.929,184.4686,14.3374,171.9431,0.7105
Compound_96,Lot_3,91.4176,808.2578,2.6254,2.3756,1.118,1.9491,172.4371,14.5079,170.2529,0.7744
Compound_97,Lot_1,83.239,795.5405,3.2148,1.3271,1.0518,1.8297,232.3448,35.1931,333.9644,0.486
Compound_97,Lot_2,83.9103,751.6297,3.2593,1.2539,1.0281,1.7338,233.9871,35.9868,310.5257,0.4824
Compound_97,Lot_3,78.502,793.3899,3.3466,1.3401,0.9755,1.835,226.3952,38.2113,335.9483,0.4558
Compound_98,Lot_1,92.4039,866.7169,7.8065,0.9217,0.8372,1.3234,208.2243,15.2705,296.3915,0.6101
Compound_98,Lot_2,96.3429,916.1938,7.2622,0.9116,0.8072,1.3014,192.196,14.6244,303.4228,0.5966
Compound_98,Lot_3,94.8164,842.8513,7.8754,0.9708,0.8317,1.36,191.4443,15.0652,287.1797,0.5913
Compound_99,Lot_1,85.1529,838.385,1.9211,0.6589,1.2926,2.5695,225.0736,47.7313,195.3062,0.8476
Compound_99,Lot_2,85.696,834.2459,1.9892,0.6401,1.283,2.4739,215.7675,48.0698,189.8646,0.803
Compound_99,Lot_3,85.1259,869.6608,1.9776,0.6687,1.2504,2.3824,229.0859,49.737,192.4241,0.8113
Compound_100,Lot_1,96.3612,836.1878,3.2983,1.6962,1.0759,0.482,287.9099,21.8108,490.1517,0.4577
Compound_100,Lot_2,98.1952,834.2908,3.5893,1.6125,1.0114,0.4736,272.413,21.3251,475.3481,0.4603
Compound_100,Lot_3,92.4054,822.3019,3.2787,1.6144,1.0373,0.4408,288.9921,23.1222,492.3597,0.4345
Compound_101,Lot_1,83.8946,738.4872,8.6662,1.9631,1.3971,3.1566,218.5349,90.1173,198.4534,0.5109
Compound_101,Lot_2,87.813,764.603,8.6722,2.017,1.3185,3.2084,229.4248,85.8565,193.9046,0.4968
Compound_101,Lot_3,85.6482,733.9791,8.6624,1.9054,1.3486,3.3767,227.8372,87.8347,190.0021,0.4719
Compound_102,Lot_1,82.0841,875.8604,9.1641,0.5748,1.239,4.7458,97.8774,61.5739,447.072,0.0352
Compound_102,Lot_2,88.3509,869.6228,9.6944,0.5998,1.2992,4.5482,94.936,61.195,461.5677,0.0354
Compound_102,Lot_3,86.4789,873.1129,9.5813,0.5909,1.2474,4.5645,98.9984,61.5306,453.0064,0.0326
Compound_103,Lot_1,94.1212,692.4865,9.1657,2.4718,1.398,2.2859,266.7386,82.2412,236.311,0.7992
Compound_103,Lot_2,95.584,681.7017,9.2266,2.5046,1.4609,2.4235,265.6478,86.8091,233.5749,0.8378
Compound_103,Lot_3,95.0362,709.133,9.7385,2.4099,1.4723,2.2719,261.7611,85.2535,235.2713,0.83
Compound_104,Lot_1,82.6056,741.4164,3.0591,0.7697,0.8305,3.317,134.0712,76.7679,125.5656,0.314
Compound_104,Lot_2,82.111,759.7498,3.1473,0.7143,0.8451,3.5343,139.402,77.4232,128.9363,0.3109
Compound_104,Lot_3,77.6905,756.8248,3.182,0.7664,0.8926,3.3324,135.4668,76.3485,128.7972,0.3198
Compound_105,Lot_1,93.2414,825.4547,3.7459,1.6983,1.3507,3.0339,103.821,11.9822,453.7843,0.0221
Compound_105,Lot_2,93.8733,816.5134,3.7284,1.6963,1.4869,3.0952,104.8034,12.6157,443.3441,0.0222
Compound_105,Lot_3,88.6172,828.2803,3.8719,1.8187,1.4724,3.1029,105.2285,12.0821,469.3503,0.0215
Compound_106,Lot_1,100.2304,754.8763,9.4802,2.0851,1.5294,1.8115,241.9781,46.0817,287.2872,0.6072
Compound_106,Lot_2,101.7722,744.7263,9.7342,2.1452,1.5426,1.8264,244.7831,48.0073,282.2484,0.6355
Compound_106,Lot_3,100.1444,741.3549,9.6775,2.1585,1.5486,1.7173,246.1912,45.2662,298.9288,0.6252
Compound_107,Lot_1,98.4208,887.6957,7.6426,1.2969,1.0487,3.7336,113.5142,18.9845,231.3595,0.286
Compound_107,Lot_2,99.7871,864.587,7.7294,1.3041,1.0839,3.5885,108.0732,20.3957,244.5348,0.2752
Compound_107,Lot_3,98.8126,893.1779,8.2537,1.3118,1.1198,3.7752,106.6351,20.744,241.6368,0.2923
Compound_108,Lot_1,82.8868,653.8509,1.3919,0.5302,1.491,2.113,148.1332,71.0785,178.0213,0.9642
Compound_108,Lot_2,85.2608,659.4725,1.324,0.5249,1.4498,2.2332,145.0941,67.9109,180.535,0.91
Compound_108,Lot_3,86.6937,649.0811,1.3798,0.533,1.5363,2.1016,145.4703,72.7449,186.0517,0.9779
Compound_109,Lot_1,97.2778,621.2118,4.7619,2.3656,1.4846,2.4348,196.8176,24.988,516.7588,0.2276
Compound_109,Lot_2,100.2069,601.564,4.9517,2.2476,1.3987,2.4288,198.3057,23.8342,478.3889,0.2354
Compound_109,Lot_3,100.3041,602.4657,4.7419,2.1878,1.4968,2.2506,198.0597,24.2701,499.0774,0.2403
Compound_110,Lot_1,98.9596,759.7752,6.511,1.5755,0.9257,0.8424,101.8382,27.439,415.6057,0.3515
Compound_110,Lot_2,96.3736,781.5547,6.7714,1.4903,0.9996,0.8871,101.1601,26.6925,430.3026,0.3472
Compound_110,Lot_3,102.4421,775.5288,6.5159,1.5826,1.0014,0.8788,106.5884,25.449,401.667,0.3424
Compound_111,Lot_1,77.8608,871.1068,8.7899,2.4706,1.5212,0.8636,156.3349,75.5269,377.5038,0.1562
Compound_111,Lot_2,77.5531,910.0587,8.5919,2.2751,1.4451,0.9073,151.7913,79.4561,380.5099,0.1507
Compound_111,Lot_3,82.1411,882.7268,8.6326,2.4047,1.4406,0.8431,153.7956,79.4928,383.3668,0.1526
Compound_112,Lot_1,95.321,680.0268,3.0822,1.5716,1.272,3.0322,72.2319,91.8226,207.1324,0.1297
Compound_112,Lot_2,92.0334,672.2666,3.1306,1.614,1.2498,2.8014,71.8385,86.5963,202.4434,0.1305
Compound_112,Lot_3,95.0176,671.3805,2.9915,1.5365,1.1658,3.0136,69.3094,84.5362,212.9799,0.1359
Compound_113,Lot_1,99.9904,843.7193,8.5206,2.22,1.2979,2.7684,69.862,44.4892,237.1456,0.2627
Compound_113,Lot_2,93.095,930.4702,8.4826,2.1647,1.2156,2.761,68.7409,48.0075,251.1952,0.249
Compound_113,Lot_3,101.1781,890.8691,9.1293,2.2083,1.3119,2.6339,69.0304,49.0405,248.7712,0.253
Compound_114,Lot_1,97.0175,731.1106,1.7693,0.9717,1.3143,0.3714,260.2145,54.0867,291.975,0.5727
Compound_114,Lot_2,94.021,749.5674,1.7355,0.9701,1.2802,0.3698,267.087,56.1821,286.9515,0.601
Compound_114,Lot_3,91.1346,736.9241,1.8008,0.9787,1.2876,0.3877,272.1035,57.0619,291.9345,0.596
Compound_115,Lot_1,95.676,674.193,7.0452,1.6774,1.0171,4.5623,238.1754,69.4481,422.9476,0.8413
Compound_115,Lot_2,100.3517,704.114,7.2836,1.559,0.9788,4.4665,240.2186,68.0536,421.0601,0.8804
Compound_115,Lot_3,101.0336,727.3751,7.437,1.6863,1.0221,4.4239,249.8151,68.6107,454.2335,0.8397
Compound_116,Lot_1,89.991,889.2202,6.9188,1.9487,1.2612,3.6955,91.4235,92.118,437.3134,0.03
Compound_116,Lot_2,97.0362,829.7676,6.9465,1.805,1.1961,3.5965,91.6762,88.2084,465.9889,0.0285
Compound_116,Lot_3,93.7296,862.9318,7.5548,1.8646,1.2174,3.898,87.9489,85.5251,446.2738,0.03
Compound_117,Lot_1,91.9911,644.145,4.058,2.0753,0.8935,3.9995,256.4943,54.8734,104.9737,0.2911
Compound_117,Lot_2,99.0191,659.0998,4.19,1.9763,0.9573,3.9737,263.5613,55.8593,105.7998,0.2863
Compound_117,Lot_3,99.2606,666.1332,4.1134,2.0449,0.8735,3.9693,270.2685,56.7455,103.1802,0.2832
Compound_118,Lot_1,88.1329,882.656,6.6893,0.9906,1.2033,2.7023,247.0643,19.1195,407.9441,0.563
Compound_118,Lot_2,92.0923,926.3235,6.9758,0.9784,1.1937,2.6935,247.1182,19.4845,397.3915,0.5489
Compound_118,Lot_3,87.7422,936.2226,6.5108,1.0625,1.1954,2.6293,238.4655,20.6039,384.3756,0.5489
Compound_119,Lot_1,102.9295,714.6633,6.5982,2.4682,0.9063,4.659,223.5977,16.8632,231.0251,0.7046
Compound_119,Lot_2,102.7078,688.6479,6.6042,2.2809,0.8466,4.7636,222.2093,15.6769,218.2502,0.6992
Compound_119,Lot_3,104.0975,727.4001,6.615,2.4577,0.8583,4.7687,232.3282,15.9332,224.3545,0.6937
Compound_120,Lot_1,79.449,780.3945,4.307,1.7318,0.8684,4.5407,286.1461,96.2457,405.5901,0.1303
Compound_120,Lot_2,78.0631,812.8943,4.2138,1.7292,0.8418,4.1802,293.2322,101.3877,415.7185,0.128
Compound_120,Lot_3,81.6052,789.9403,4.0442,1.6643,0.8325,4.4043,278.8729,93.269,388.1557,0.1281
Compound_121,Lot_1,95.5607,594.8584,1.1731,1.1925,1.1015,3.8483,230.8193,50.7567,213.9994,0.9902
Compound_121,Lot_2,90.6012,616.2557,1.2158,1.1052,1.1377,4.0099,214.3077,49.935,208.6353,1.0281
Compound_121,Lot_3,98.259,623.1275,1.1839,1.1008,1.1248,3.9192,225.297,52.461,208.479,1.0103
Compound_122,Lot_1,88.8669,709.7258,2.4604,2.0994,1.344,1.0853,73.9895,71.5413,352.4825,0.2649
Compound_122,Lot_2,85.3483,731.9586,2.3519,2.0785,1.3488,1.1187,72.4341,68.5258,360.8268,0.2675
Compound_122,Lot_3,92.0086,711.9816,2.4598,2.1084,1.2878,1.1363,68.7041,70.3665,372.3676,0.2741
Compound_123,Lot_1,98.0508,614.954,5.0139,2.5029,1.1072,3.3037,149.6521,33.7495,469.6233,0.4156
Compound_123,Lot_2,98.9518,663.5244,4.9852,2.5066,1.0951,3.1668,146.2139,34.5998,511.9946,0.3906
Compound_123,Lot_3,103.7522,677.1541,4.9378,2.3497,1.0637,3.1187,142.6786,34.5937,471.74,0.4182
Compound_124,Lot_1,96.6264,648.8778,2.9331,0.5865,1.2805,1.8385,273.4584,53.8389,506.3685,0.18
Compound_124,Lot_2,101.3927,655.6788,3.0488,0.5477,1.3096,1.9253,256.6569,55.0854,467.0931,0.1803
Compound_124,Lot_3,97.3335,702.0112,2.9167,0.5628,1.2804,1.9262,273.6297,51.1393,477.6801,0.178
Compound_125,Lot_1,98.7765,806.3863,7.7474,2.275,1.3099,3.1509,81.9617,12.3792,461.9174,0.611
Compound_125,Lot_2,101.2229,818.3571,7.8441,2.252,1.3675,3.2234,86.5677,13.3122,464.0129,0.6365
Compound_125,Lot_3,97.4545,814.464,7.7835,2.1295,1.2857,3.0312,79.1927,13.4323,488.5258,0.6221
Compound_126,Lot_1,99.1963,720.9031,2.1427,0.7505,1.2246,2.0729,98.2173,51.7643,123.2832,0.5564
Compound_126,Lot_2,93.3977,727.0151,2.1618,0.7302,1.2466,2.1902,103.7282,53.6274,130.4008,0.5727
Compound_126,Lot_3,93.0235,731.7773,2.0825,0.74,1.3021,2.0934,102.1425,53.4125,125.1254,0.5854
Compound_127,Lot_1,86.97,817.341,3.9173,1.4413,0.7865,0.3771,150.561,52.937,328.3656,0.2927
Compound_127,Lot_2,82.5179,833.3524,3.7554,1.441,0.7831,0.3716,145.5447,52.8921,349.2699,0.2954
Compound_127,Lot_3,83.7409,829.7194,3.7164,1.4234,0.7945,0.3681,149.3018,51.3055,333.5589,0.2836
Compound_128,Lot_1,92.87,859.4115,8.0254,0.5948,1.1007,0.5432,108.7733,96.8265,159.9073,0.5141
Compound_128,Lot_2,92.7588,879.2205,8.3278,0.5955,1.0831,0.537,113.5433,100.4726,161.0824,0.5228
Compound_128,Lot_3,93.2532,820.906,7.9886,0.5537,1.1126,0.5245,108.4061,100.6317,162.0552,0.4949
Compound_129,Lot_1,96.0557,776.6759,6.2454,0.5371,1.0107,2.5379,70.5673,42.8542,117.037,0.0773
Compound_129,Lot_2,93.2152,781.4669,6.0211,0.5459,0.9939,2.7059,74.3037,43.5225,109.6503,0.0763
Compound_129,Lot_3,87.8978,828.9575,6.127,0.5033,1.059,2.538,69.3431,41.2382,108.6465,0.0767
Compound_130,Lot_1,86.8085,662.3226,6.2887,1.8692,1.3905,1.0069,90.4078,19.8484,361.0763,0.7149
Compound_130,Lot_2,88.9773,651.5174,6.0395,1.9494,1.3141,1.0384,90.421,18.6822,358.1167,0.6977
Compound_130,Lot_3,90.7145,635.3816,6.213,1.844,1.3205,0.9888,92.8512,19.7146,357.343,0.741
Compound_131,Lot_1,82.1708,918.8708,1.4138,1.5107,1.2715,4.1919,229.1111,82.3159,237.5495,0.8348
Compound_131,Lot_2,84.4303,914.1793,1.4139,1.5545,1.2644,4.2094,229.5421,82.5976,229.349,0.8321
Compound_131,Lot_3,82.508,838.665,1.4547,1.6416,1.2986,4.2837,222.891,80.0514,226.3433,0.8406
Compound_132,Lot_1,78.2271,850.402,5.6606,2.1899,1.0655,3.1583,182.9311,75.1541,129.7618,0.059
Compound_132,Lot_2,84.03,909.6022,5.8399,2.0318,1.0652,3.3035,182.551,77.9908,135.2698,0.0629
Compound_132,Lot_3,84.7483,893.4795,5.9153,2.0891,1.1178,3.2207,183.6026,73.4594,134.7143,0.0601
Compound_133,Lot_1,85.961,630.99,8.7919,0.9128,1.5387,1.678,92.9027,77.3506,369.8677,0.484
Compound_133,Lot_2,89.0985,650.0433,8.6632,0.9548,1.4497,1.7338,93.6981,85.0282,367.3018,0.5154
Compound_133,Lot_3,81.3115,638.0319,9.0602,0.9546,1.4377,1.6558,93.2702,81.9891,357.8304,0.4887
Compound_134,Lot_1,88.4439,808.3388,2.9668,2.6052,1.4308,3.3843,99.1755,70.3502,125.4172,0.0311
Compound_134,Lot_2,92.8003,813.1146,2.924,2.5942,1.5532,3.2276,101.0254,70.866,126.5844,0.0294
Compound_134,Lot_3,90.7097,841.7325,2.9122,2.5104,1.5384,3.1582,96.726,73.1592,125.7236,0.0298
Compound_135,Lot_1,84.1111,730.8482,9.1396,1.9731,1.3076,2.1373,142.6757,41.7117,480.5902,0.042
Compound_135,Lot_2,89.0441,714.9393,8.4973,1.9346,1.2606,2.163,130.7137,41.4723,494.3267,0.0419
Compound_135,Lot_3,84.5267,728.187,9.2487,1.9562,1.3035,2.1057,132.3168,43.443,492.033,0.0392
Compound_136,Lot_1,94.0357,758.9974,4.9543,1.8639,1.1015,4.5656,276.3593,45.8567,214.7989,0.5664
Compound_136,Lot_2,99.6652,792.9371,5.0248,1.9953,1.094,4.4691,265.1824,47.1804,220.06,0.5926
Compound_136,Lot_3,101.8899,741.799,4.9389,1.8647,1.1559,4.1859,266.2468,46.7936,215.9718,0.5725
Compound_137,Lot_1,101.6557,638.7879,6.3028,1.7415,1.376,0.6343,219.8409,94.116,168.6416,0.2427
Compound_137,Lot_2,95.3026,660.552,6.4549,1.7515,1.3483,0.6773,229.3211,95.7429,167.8102,0.2313
Compound_137,Lot_3,99.3681,671.2444,6.3103,1.779,1.2965,0.6763,236.0144,92.2888,163.3058,0.2407
Compound_138,Lot_1,101.9046,637.8662,8.6593,1.5489,0.9534,4.2296,156.6652,56.6612,254.6509,0.5994
Compound_138,Lot_2,97.4744,663.3565,8.7985,1.4943,0.9399,4.4085,160.2033,53.6182,244.659,0.622
Compound_138,Lot_3,97.936,684.7511,8.3391,1.5144,0.9355,4.2515,162.4729,56.8526,250.3966,0.5998
Compound_139,Lot_1,84.0495,746.8989,9.6735,0.992,1.2174,1.6137,248.5478,20.7837,469.8304,0.4359
Compound_139,Lot_2,83.9799,698.8752,9.3956,1.0295,1.2929,1.6026,245.2733,20.9047,509.1643,0.4464
Compound_139,Lot_3,87.4127,751.6501,9.991,0.971,1.2655,1.5627,252.9865,22.4108,510.9769,0.4587
Compound_140,Lot_1,84.9078,623.2303,2.5013,1.5352,1.05,4.3192,159.2323,33.5363,359.4434,0.7081
Compound_140,Lot_2,83.4278,630.7322,2.5163,1.4755,1.0233,4.3445,150.5991,33.0168,358.6945,0.7173
Compound_140,Lot_3,85.3109,634.9609,2.5121,1.4771,1.0839,4.112,160.3285,32.4814,331.4134,0.7388
Compound_141,Lot_1,85.778,627.4712,1.3941,2.0167,1.2615,2.3964,250.7743,83.0085,319.8943,0.8722
Compound_141,Lot_2,83.7792,674.6394,1.3599,1.9207,1.3141,2.3874,263.8169,79.7788,346.0946,0.9057
Compound_141,Lot_3,85.6318,678.9517,1.3037,2.0411,1.2636,2.2903,265.4464,84.0292,327.0203,0.8273
Compound_142,Lot_1,81.5951,627.2301,3.316,0.5913,1.1593,4.8961,61.4212,20.6117,293.5647,0.9475
Compound_142,Lot_2,83.7452,631.5716,3.3994,0.5937,1.1587,4.6931,60.0077,21.5394,276.9139,0.9541
Compound_142,Lot_3,84.7769,662.8416,3.3907,0.6345,1.2096,4.7444,60.7646,20.1182,293.5259,0.8972
Compound_143,Lot_1,86.8658,739.3884,1.3604,0.8088,1.552,4.8095,53.7286,96.5478,343.5776,0.841
Compound_143,Lot_2,88.1855,718.3523,1.3673,0.7719,1.481,4.9507,51.019,92.4406,346.8272,0.8564
Compound_143,Lot_3,82.6045,758.5136,1.3847,0.765,1.4764,4.7885,50.3787,96.2123,350.1715,0.8606
Compound_144,Lot_1,91.7406,729.1801,5.4643,1.831,0.8805,0.1534,127.63,73.2538,183.7705,0.6938
Compound_144,Lot_2,93.301,764.4418,5.6022,1.7387,0.9007,0.1457,121.8271,73.6547,185.2011,0.6675
Compound_144,Lot_3,90.6055,753.9041,5.366,1.7916,0.8875,0.1477,128.8363,70.6008,173.3773,0.6842
Compound_145,Lot_1,99.8602,623.7854,6.805,1.3776,1.4488,0.9247,227.6807,81.6703,485.993,0.6655
Compound_145,Lot_2,97.5636,609.0657,7.2444,1.4107,1.4237,0.9049,217.2858,84.9571,484.2175,0.6925
Compound_145,Lot_3,102.301,614.7965,7.2406,1.3817,1.432,0.8861,233.1712,82.6903,486.2126,0.6884
Compound_146,Lot_1,86.9965,751.2663,9.0838,1.5838,0.7953,4.8725,227.2114,69.1212,187.9641,0.6611
Compound_146,Lot_2,93.0382,803.3597,9.1126,1.5927,0.8325,4.4362,212.7941,72.4037,177.4114,0.6642
Compound_146,Lot_3,93.0016,775.9212,8.4185,1.6751,0.8563,4.751,224.1245,68.9762,177.2429,0.6717
Compound_147,Lot_1,85.5163,823.8572,1.9534,1.8256,1.5381,0.2467,298.4881,48.664,469.9214,0.8174
Compound_147,Lot_2,90.7289,811.7248,1.992,1.7479,1.4657,0.2281,283.6193,46.3367,432.4542,0.8138
Compound_147,Lot_3,90.5665,761.2973,1.9108,1.8781,1.5455,0.2507,308.9323,48.8404,444.2715,0.7629
Compound_148,Lot_1,93.7003,805.0397,9.183,1.3144,1.0592,3.2651,252.1623,79.1133,437.702,0.4254
Compound_148,Lot_2,95.3287,846.5751,9.1157,1.3476,1.0398,3.2545,244.1365,81.4898,428.5663,0.4231
Compound_148,Lot_3,92.3913,817.2208,8.6059,1.3142,1.0065,3.2051,251.1275,79.3183,400.1395,0.4313
Compound_149,Lot_1,94.0248,606.2066,5.6791,0.4916,0.9944,1.8855,148.1382,70.0282,245.2108,0.4396
Compound_149,Lot_2,99.2317,627.4388,5.6993,0.5051,1.0327,1.7439,150.9424,71.8285,242.8974,0.4565
Compound_149,Lot_3,98.4066,644.255,5.8067,0.5115,1.0154,1.8667,150.2857,69.5543,259.0749,0.4571
Compound_150,Lot_1,83.6542,738.7352,3.1546,0.6289,1.2714,3.3203,209.454,53.3342,252.0388,0.8546
Compound_150,Lot_2,88.271,692.8173,2.9759,0.641,1.2659,3.4866,199.135,53.5916,245.8189,0.9039
Compound_150,Lot_3,85.5755,676.8855,2.9079,0.6271,1.1838,3.4294,199.1903,54.1359,255.3388,0.8799
Compound_151,Lot_1,87.8296,772.9575,1.2506,1.223,1.1147,1.9155,187.1718,59.7804,355.724,0.7713
Compound_151,Lot_2,89.1689,755.1018,1.2061,1.1491,1.0647,1.9335,194.7222,60.6692,354.82,0.7987
Compound_151,Lot_3,93.1486,732.9471,1.2684,1.2299,1.1137,2.0265,189.4105,55.3495,331.0533,0.8005
Compound_152,Lot_1,95.8951,844.387,9.5664,0.5487,0.8924,0.039,210.5197,92.0064,190.9062,0.9515
Compound_152,Lot_2,94.9548,841.3249,9.2141,0.5497,0.9176,0.0412,209.7973,92.3217,205.9628,0.8826
